"id","state","age","gender","party","race","socioecon_bg","familyincome","density","ever_donor","voted2008","voted2010","voted2012","voted2014","vote2012_prob","vote2014_prob","ideology_score","dem_score","dem2012_score","homeowner_score","college_grad_prob","gun_owner_prob","hunter_prob","married_prob","religion"
770,"NC",55,"F","DEM","B","FACTORY/SERVICE",54000,"RURAL",0,1,1,1,1,95.199997,82.059998,58.799999,83.790001,98.089996,9,0.27200001,0.15099999,0.046,0.149,"UNCODED"
548,"NC",71,"F","DEM","B","FACTORY/SERVICE",9000,"URBAN",0,0,0,0,0,27.5,7.7399998,53.799999,96.209999,97.440002,7,0.139,0.126,0.046,0.114,"UNCODED"
1598,"NC",51,"F","DEM","B","FACTORY/SERVICE",32000,"RURAL",0,1,1,1,1,88.199997,54.970001,51,90.980003,97.019997,5,0.25999999,0.15700001,0.046999998,0.096000001,"UNCODED"
466,"NC",55,"F","DEM","B","NON-FAMILY, NOT WEALTHY",34000,"CLUSTER",0,1,1,1,1,97.800003,81.690002,55.299999,98.230003,97.790001,8,0.32100001,0.23100001,0.046,0.74599999,"UNCODED"
628,"NC",34,"F","DEM","B","BLUE COLLAR, UNIONS",22000,"CLUSTER",0,1,0,1,1,59.5,19.83,41.599998,93.360001,94.279999,7,0.243,0.208,0.046999998,0.046,"UNCODED"
884,"NC",70,"F","DEM","B","FACTORY/SERVICE",33000,"RURAL",0,1,1,1,1,95.199997,70.699997,58.299999,98.550003,96.690002,9,0.096000001,0.278,0.221,0.331,"UNCODED"
1441,"NC",33,"F","DEM","B","BLUE COLLAR, UNIONS",41000,"URBAN",0,1,1,1,1,90.599998,54.869999,63.099998,77.610001,96.879997,7,0.36899999,0.199,NA,0.154,"UNCODED"
1583,"NC",41,"F","DEM","B","TRADITIONALLY LIBERAL, WHIE COLLAR",127000,"URBAN",0,1,0,1,1,97.199997,82.43,65.599998,90.889999,96.940002,7,0.866,0.092,0.046,0.14300001,"UNCODED"
2,"NC",57,"F","DEM","B","SINGLES, SERVICE ECONOMY",6000,"URBAN",0,0,0,1,0,36.799999,31.309999,56.099998,77.610001,93.919998,7,0.26499999,0.38999999,NA,0.097999997,"UNCODED"
603,"NC",55,"F","DEM","B","NON-FAMILY, NOT WEALTHY",34000,"URBAN",0,1,0,1,1,97.699997,74.959999,52.299999,98.230003,97.779999,9,0.32800001,0.14300001,0.046,0.30899999,"UNCODED"
1198,"NC",27,"F","DEM","B","SINGLES, SERVICE ECONOMY",13000,"RURAL",0,1,0,1,0,63.900002,28.08,60.099998,96.849998,97.360001,6,0.34900001,0.138,0.28099999,0.352,"UNCODED"
156,"NC",81,"F","DEM","B","NON-FAMILY, NOT WEALTHY",19000,"RURAL",0,1,1,1,1,98.699997,83.07,57.200001,96.849998,98.449997,8,0.214,0.223,0.046999998,0.12800001,"UNCODED"
1116,"NC",57,"F","DEM","B","FACTORY/SERVICE",26000,"RURAL",1,0,0,0,1,NA,28.16,51.5,NA,95.010002,7,0.249,0.32800001,NA,0.082000002,"UNCODED"
1524,"NC",49,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",56000,"URBAN",0,1,1,1,1,98.5,76.040001,62,98.550003,98.089996,9,0.48199999,0.198,0.164,0.52999997,"UNCODED"
280,"NC",36,"F","DEM","B","SINGLES, SERVICE ECONOMY",51000,"CLUSTER",0,1,1,1,1,98.599998,84.720001,55.299999,98.230003,99.260002,9,0.391,0.27700001,0.046,0.68300003,"UNCODED"
1000,"NC",60,"F","DEM","B","SINGLES, SERVICE ECONOMY",10000,"URBAN",1,0,1,1,1,97.400002,73.279999,53.700001,NA,98.029999,9,0.189,0.38999999,NA,0.56,"UNCODED"
874,"NC",50,"F","DEM","B","NON-FAMILY, NOT WEALTHY",27000,"CLUSTER",0,1,1,1,1,97.599998,77.379997,58.5,98.230003,98.470001,5,0.242,0.17,0.046999998,0.092,"UNCODED"
1199,"NC",52,"F","DEM","B","AGRICULTURAL OR MINING",12000,"RURAL",0,1,1,1,1,98,60.009998,49.900002,96.209999,97.849998,8,0.28099999,0.2,0.28299999,0.116,"UNCODED"
103,"NC",59,"F","DEM","B","TRADITIONAL FAMILY, RURAL ECONOMY",105000,"URBAN",1,1,1,1,1,98.5,88.82,60.200001,98.230003,98.849998,9,0.25999999,0.27200001,0.25799999,0.81400001,"UNCODED"
489,"NC",26,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",11000,"URBAN",0,1,0,1,1,81.099998,39.470001,64.900002,97.260002,97.32,5,0.37,0.090000004,0.046,0.07,"UNCODED"
225,"NC",58,"F","DEM","B","BLUE COLLAR, UNIONS",34000,"RURAL",0,0,0,1,0,46.400002,39.23,44.299999,44.02,91.790001,9,0.25799999,0.34999999,NA,0.824,"UNCODED"
1185,"NC",69,"F","DEM","B","SINGLES, SERVICE ECONOMY",75000,"CLUSTER",0,1,1,1,0,98.5,66.160004,52,95.690002,98.830002,9,0.192,0.30899999,0.28600001,0.76800001,"UNCODED"
669,"NC",63,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",9000,"RURAL",0,1,1,1,1,99,91.809998,56.700001,98.080002,98.599998,5,0.32499999,0.142,0.046,0.65600002,"UNCODED"
1118,"NC",45,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",31000,"URBAN",0,1,0,1,0,78.599998,30.719999,65.800003,98.550003,99.110001,8,0.29300001,0.146,0.046,0.43599999,"UNCODED"
1212,"NC",36,"F","DEM","B","AGRICULTURAL OR MINING",17000,"CLUSTER",0,1,0,1,1,74,37.73,54.200001,98.230003,98.5,8,0.289,0.28099999,0.046999998,0.42300001,"UNCODED"
131,"NC",55,"F","DEM","B","FACTORY/SERVICE",5000,"RURAL",0,0,0,1,0,33.200001,16.610001,44.599998,98.230003,93.370003,8,0.18000001,0.40599999,0.046,0.118,"UNCODED"
683,"NC",61,"F","DEM","B","NON-FAMILY, NOT WEALTHY",42000,"URBAN",0,1,1,1,1,95.800003,74.25,49.400002,91.860001,96.360001,8,0.221,0.19499999,0.54900002,0.79100001,"UNCODED"
522,"NC",82,"F","DEM","B","SINGLES, SERVICE ECONOMY",5000,"CLUSTER",0,1,1,1,1,98.199997,80.18,61,98.550003,98.050003,6,0.176,0.111,0.046,0.141,"UNCODED"
4,"NC",63,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",7000,"CLUSTER",0,1,1,1,1,98.300003,81.019997,52.299999,98.230003,98.25,8,0.301,0.24600001,0.046999998,0.40000001,"UNCODED"
105,"NC",84,"F","DEM","B","FACTORY/SERVICE",19000,"URBAN",0,1,1,1,1,98.699997,82.559998,61.5,98.230003,98.559998,9,0.126,0.134,0.046999998,0.602,"UNCODED"
1432,"NC",40,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",75000,"URBAN",0,1,0,1,1,96.5,64.739998,62.400002,98.550003,98.910004,3,0.45300001,0.079000004,0.046,0.046,"UNCODED"
1156,"NC",34,"F","DEM","B","SINGLES, SERVICE ECONOMY",19000,"CLUSTER",0,1,1,1,1,97.599998,82.160004,58.799999,96.25,96.910004,6,0.37900001,0.23100001,0.046,0.17200001,"UNCODED"
682,"NC",25,"F","DEM","B","AGRICULTURAL OR MINING",10000,"RURAL",0,1,1,1,0,97.699997,10.77,61.900002,91.190002,98.470001,7,0.36899999,0.138,0.046999998,0.12800001,"UNCODED"
1375,"NC",63,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",15000,"RURAL",0,0,1,1,1,96.900002,77.43,58,95.599998,97.989998,5,0.23100001,0.178,0.046,0.23199999,"UNCODED"
1231,"NC",58,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",7000,"CLUSTER",0,0,1,1,1,97.5,81.080002,56.700001,98.550003,98.809998,2,0.403,0.118,NA,0.108,"UNCODED"
634,"NC",59,"F","DEM","B","NON-FAMILY, WORKING",7000,"URBAN",0,1,1,0,0,98.400002,83.709999,57.900002,98.230003,99.120003,8,0.214,0.12800001,0.18099999,0.02,"UNCODED"
1110,"NC",86,"F","DEM","B","FACTORY/SERVICE",5000,"CLUSTER",0,1,1,1,0,97.400002,63.349998,54.599998,98.550003,98.470001,7,0.085000001,0.13699999,0.046999998,0.27500001,"UNCODED"
665,"NC",77,"F","DEM","B","SINGLES, SERVICE ECONOMY",8000,"URBAN",1,1,1,1,1,97.699997,82.620003,57.5,98.230003,98.540001,9,0.15700001,0.127,0.046999998,0.178,"UNCODED"
623,"NC",53,"F","DEM","B","NON-FAMILY, WORKING",30000,"CLUSTER",0,1,0,1,0,55.900002,30.870001,53.900002,98.230003,96.989998,5,0.223,0.23800001,0.046,0.78399998,"UNCODED"
1634,"NC",53,"F","DEM","B","FACTORY/SERVICE",25000,"RURAL",0,1,0,1,0,43.700001,42.470001,51.700001,98.230003,95.32,9,0.249,0.18000001,0.046,0.25600001,"UNCODED"
842,"NC",60,"F","DEM","B","NON-FAMILY, NOT WEALTHY",5000,"CLUSTER",0,1,0,1,1,70.699997,31.629999,58.799999,98.080002,95.279999,1,0.287,0.154,0.046,0.17200001,"UNCODED"
980,"NC",52,"F","DEM","B","BLUE COLLAR, UNIONS",21000,"RURAL",0,1,0,1,0,72,53.860001,61.5,98.230003,98.690002,8,0.30700001,0.117,0.121,0.153,"UNCODED"
1270,"NC",25,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",5000,"URBAN",0,0,0,0,0,84.099998,9.3100004,67.699997,NA,94.980003,2,0.60100001,0.114,NA,0.56300002,"UNCODED"
1465,"NC",63,"F","DEM","B","MODERATELY WEALTHY",29000,"CLUSTER",0,1,0,1,1,69.900002,36.73,49.700001,90.889999,95.18,9,0.35499999,0.204,0.046999998,0.62599999,"UNCODED"
474,"NC",34,"F","DEM","B","TRADITIONALLY LIBERAL, WHIE COLLAR",11000,"URBAN",0,1,1,1,1,97,80.25,72.199997,94.330002,98.449997,5,0.77700001,0.125,0.046,0.104,"UNCODED"
479,"NC",40,"F","DEM","B","FACTORY/SERVICE",5000,"RURAL",0,1,1,1,1,93.599998,66.5,57.799999,96.209999,98.910004,2,0.21600001,0.16500001,0.046,0.098999999,"UNCODED"
205,"NC",49,"F","DEM","B","AGRICULTURAL OR MINING",16000,"RURAL",0,1,1,1,0,98.599998,68.769997,54.700001,98.550003,97.870003,3,0.211,0.164,0.046999998,0.32800001,"UNCODED"
510,"NC",85,"F","DEM","B","NON-FAMILY, NOT WEALTHY",6000,"URBAN",0,0,1,0,1,94.5,12.11,49.400002,98.230003,93.110001,6,0.168,0.075999998,NA,0.067000002,"UNCODED"
1480,"NC",38,"F","DEM","B","AGRICULTURAL OR MINING",9000,"RURAL",0,0,0,1,0,60.5,34.470001,48.400002,95.589996,93.949997,9,0.243,0.21799999,0.046999998,0.48100001,"UNCODED"
769,"NC",53,"F","DEM","B","BLUE COLLAR, UNIONS",24000,"CLUSTER",0,1,1,1,1,93.800003,NA,56.700001,97.260002,96.360001,8,0.391,0.29699999,0.046999998,0.108,"UNCODED"
193,"NC",51,"F","DEM","B","FACTORY/SERVICE",9000,"CLUSTER",0,1,0,1,0,80.900002,47.450001,47.799999,93.360001,95.230003,7,0.12800001,0.169,0.046,0.066,"UNCODED"
1498,"NC",60,"F","DEM","B","SMALL TOWN",26000,"CLUSTER",0,1,1,1,1,98.900002,85.760002,53.799999,98.550003,98.449997,9,0.244,0.222,0.16,0.183,"UNCODED"
458,"NC",46,"F","DEM","B","ENTRY-LEVEL WHITE COLLAR",41000,"URBAN",0,1,1,1,1,94.300003,68.07,64,93.360001,97.949997,8,0.428,0.132,0.046,0.37599999,"UNCODED"
331,"NC",64,"F","DEM","B","FACTORY/SERVICE",45000,"RURAL",0,1,1,1,1,97.900002,77.879997,55.900002,98.230003,97.779999,7,0.189,0.28799999,0.046,0.78600001,"UNCODED"
369,"NC",76,"F","DEM","B","SINGLES, SERVICE ECONOMY",8000,"URBAN",1,1,1,1,1,98.199997,86.260002,63.799999,97.260002,99.650002,9,0.212,0.089000002,0.046999998,0.59899998,"UNCODED"
22863,"NC",52,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",197000,"RURAL",0,1,1,1,1,97.900002,89.690002,67.800003,62.66,98.610001,9,0.70200002,0.52200001,0.50599998,0.88200003,"PROTESTANT"
23924,"NC",61,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",186000,"URBAN",0,1,1,1,1,98.5,84.910004,52.099998,78.25,82.059998,9,0.85299999,0.44400001,0.079000004,0.91500002,"UNCODED"
23492,"NC",60,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",54000,"URBAN",0,1,1,1,1,95.400002,79.339996,68.199997,71,94.82,8,0.74199998,0.384,0.16500001,0.47400001,"CATHOLIC"
23517,"NC",63,"M","NPA","C","ENTRY-LEVEL WHITE COLLAR",35000,"URBAN",0,1,1,0,1,33,8.79,23,21.75,17.9,9,0.31299999,0.55800003,0.23199999,0.333,"PROTESTANT"
23756,"NC",25,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",9000,"URBAN",0,1,1,0,0,98.099998,89.57,61.099998,29.290001,72.809998,5,0.76800001,0.23800001,NA,0.123,"PROTESTANT"
23462,"NC",44,"M","NPA","C","VERY WEALTHY",67000,"URBAN",0,1,1,1,1,91.099998,73.779999,44.099998,10.75,46.130001,9,0.79000002,0.43700001,0.838,0.28,"PROTESTANT"
22794,"NC",27,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",33000,"URBAN",0,0,0,0,1,NA,26.59,33.599998,NA,20.99,3,0.72000003,0.40799999,NA,0.85399997,"UNCODED"
23064,"NC",37,"M","NPA","C","NON-FAMILY, NOT WEALTHY",28000,"URBAN",0,1,1,1,1,92.099998,81.160004,38.299999,21.129999,41.240002,9,0.491,0.51800001,0.53899997,0.77100003,"UNCODED CHRISTIAN"
23685,"NC",50,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",332000,"RURAL",0,1,0,1,0,85.599998,69.449997,26.5,18.93,17.190001,9,0.574,0.50199997,0.206,0.88999999,"CATHOLIC"
22976,"NC",53,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",84000,"URBAN",0,0,0,1,1,92.699997,51.740002,43.799999,35.740002,48.220001,9,0.722,0.51300001,NA,0.935,"UNCODED"
22820,"NC",43,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",5e+05,"URBAN",1,1,0,1,0,76.599998,65.639999,59.400002,63.509998,81.57,9,0.94499999,0.31400001,0.77899998,0.84200001,"CATHOLIC"
22940,"NC",59,"M","NPA","C","FACTORY/SERVICE",28000,"RURAL",1,0,0,0,0,20.200001,10.64,47.5,60.900002,61.240002,9,0.27599999,0.51999998,NA,0.183,"UNCODED"
23291,"NC",33,"M","NPA","C","MODERATELY WEALTHY",68000,"URBAN",0,0,1,1,1,54.200001,50.700001,49.400002,27.190001,43.939999,9,0.49399999,0.428,0.167,0.29499999,"PROTESTANT"
23878,"NC",27,"M","NPA","C","NON-FAMILY, NOT WEALTHY",16000,"URBAN",0,0,0,0,0,NA,35.57,53.400002,NA,69.849998,2,0.34,0.25999999,NA,0.054000001,"PROTESTANT"
23721,"NC",66,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",28000,"URBAN",0,1,0,1,0,92.699997,60.91,52.099998,72.879997,89.730003,5,0.396,0.29699999,0.60000002,0.12,"PROTESTANT"
23338,"NC",30,"M","NPA","C","BLUE COLLAR, UNIONS",77000,"URBAN",0,0,0,1,1,44,21.76,58.700001,91.949997,69.849998,7,0.34299999,0.336,NA,0.90899998,"PROTESTANT"
23825,"NC",48,"M","NPA","C","NON-FAMILY, NOT WEALTHY",45000,"URBAN",0,0,1,1,1,88.400002,77.43,40.599998,60.68,58.450001,9,0.48500001,0.49399999,0.45100001,0.87,"UNCODED"
22894,"NC",32,"M","NPA","C","FACTORY/SERVICE",6000,"URBAN",0,1,0,0,0,42.799999,16.530001,34.099998,60.68,20.99,2,0.234,0.43099999,NA,0.53799999,"UNCODED"
23894,"NC",40,"M","NPA","C","ENTRY-LEVEL WHITE COLLAR",61000,"URBAN",0,1,0,1,1,94.400002,57.889999,38.099998,21.75,53.48,9,0.498,0.56599998,0.85000002,0.54299998,"PROTESTANT"
23165,"NC",65,"M","NPA","C","BLUE COLLAR, UNIONS",111000,"RURAL",0,1,1,1,1,94.099998,73.389999,28,50.380001,13.07,9,0.43799999,0.45500001,0.167,0.88599998,"PROTESTANT"
23567,"NC",35,"M","NPA","C","MODERATELY WEALTHY",35000,"URBAN",0,1,1,1,1,91.900002,81.160004,34.700001,19.17,7.6300001,3,0.60000002,0.46399999,NA,0.52399999,"UNCODED"
24096,"NC",56,"M","NPA","C","VERY WEALTHY",84000,"URBAN",0,1,0,1,0,36.099998,49.650002,46,74.269997,65.580002,7,0.57800001,0.48500001,0.53600001,0.89499998,"UNCODED"
24074,"NC",59,"M","NPA","C","FACTORY/SERVICE",33000,"CLUSTER",1,1,0,0,1,94.599998,61.080002,36.299999,29.290001,35.220001,9,0.37400001,0.70599997,0.83600003,0.35299999,"PROTESTANT"
23337,"NC",25,"M","NPA","C","ENTRY-LEVEL WHITE COLLAR",7000,"URBAN",0,0,0,0,0,66.800003,6.7800002,65.199997,42.080002,93.239998,2,0.44800001,0.18799999,NA,0.147,"PROTESTANT"
23670,"NC",45,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",31000,"URBAN",0,1,1,1,1,95.800003,79.360001,63.200001,18.17,92.75,8,0.62099999,0.389,0.21799999,0.199,"UNCODED"
22953,"NC",46,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",218000,"URBAN",1,1,0,1,1,97.699997,82.550003,76.599998,67.68,90.879997,9,0.85799998,0.345,0.53399998,0.91600001,"UNCODED"
23370,"NC",50,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",397000,"URBAN",0,1,0,1,0,85.800003,62.830002,52.099998,50.049999,83.389999,9,0.954,0.33000001,0.84899998,0.935,"CATHOLIC"
23083,"NC",54,"M","NPA","C","NON-FAMILY, NOT WEALTHY",49000,"URBAN",0,1,1,1,1,97.300003,86.190002,27.700001,77.82,32.259998,9,0.551,0.463,0.16599999,0.54400003,"CATHOLIC"
23184,"NC",76,"M","NPA","C","VERY WEALTHY",107000,"RURAL",1,1,1,1,1,97.300003,90.18,27.700001,7.2199998,27.9,9,0.55599999,0.50300002,0.77200001,0.36000001,"CATHOLIC"
23429,"NC",28,"M","NPA","C","NON-FAMILY, NOT WEALTHY",36000,"URBAN",0,1,0,0,0,56.400002,15.05,55.5,27.549999,75.639999,7,0.322,0.48800001,0.25999999,0.183,"UNCODED CHRISTIAN"
23573,"NC",65,"M","NPA","C","BLUE COLLAR, UNIONS",92000,"RURAL",0,1,1,1,1,98.5,86.550003,57.299999,90.419998,80.080002,9,0.289,0.53299999,0.54699999,0.88999999,"PROTESTANT"
23407,"NC",43,"M","NPA","C","FACTORY/SERVICE",141000,"RURAL",0,1,1,1,0,98,87.400002,34.900002,8.7299995,41.130001,9,0.36199999,0.53200001,0.21699999,0.875,"UNCODED"
23108,"NC",56,"M","NPA","C","BLUE COLLAR, UNIONS",95000,"URBAN",1,1,0,1,0,95.300003,69.099998,69.900002,86.739998,87.790001,9,0.46200001,0.495,0.787,0.89999998,"PROTESTANT"
23261,"NC",54,"M","NPA","C","VERY WEALTHY",9000,"URBAN",0,1,1,1,0,96.400002,78.379997,41.5,64.589996,48.700001,5,0.79000002,0.34599999,0.234,0.29100001,"PROTESTANT"
23368,"NC",33,"M","NPA","C","BLUE COLLAR, UNIONS",95000,"RURAL",0,0,0,1,1,77.699997,68.809998,17.5,23.629999,5.2399998,5,0.48300001,0.56999999,NA,0.85900003,"UNCODED"
23050,"NC",50,"M","NPA","C","MODERATELY WEALTHY",94000,"URBAN",0,1,1,1,1,96.800003,75.989998,49.700001,32.209999,63.07,9,0.64899999,0.301,0.83999997,0.142,"CATHOLIC"
23917,"NC",92,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",59000,"URBAN",1,1,1,1,1,98.300003,88.839996,57.5,82.449997,80.440002,5,0.94,0.31,0.76700002,0.35499999,"PROTESTANT"
23446,"NC",31,"M","NPA","C","MODERATELY WEALTHY",93000,"RURAL",1,1,0,1,0,74.800003,49.599998,25.799999,14.45,16.379999,7,0.61299998,0.40000001,0.18000001,0.23999999,"CATHOLIC"
22825,"NC",41,"M","NPA","C","ENTRY-LEVEL WHITE COLLAR",50000,"RURAL",0,0,0,1,0,26,34.849998,45,42.549999,59.41,9,0.27399999,0.51999998,0.86500001,0.29499999,"CATHOLIC"
23915,"NC",47,"M","NPA","C","ENTRY-LEVEL WHITE COLLAR",121000,"URBAN",0,1,1,1,1,97.699997,88.760002,25,51.709999,5.1500001,9,0.52899998,0.59200001,0.21699999,0.89600003,"PROTESTANT"
23958,"NC",25,"M","NPA","C","ENTRY-LEVEL WHITE COLLAR",32000,"RURAL",0,0,0,0,0,39.099998,5.1100001,66.199997,85.059998,94.559998,9,0.45699999,0.43099999,NA,0.72000003,"PROTESTANT"
23124,"NC",30,"M","NPA","C","NON-FAMILY, NOT WEALTHY",128000,"URBAN",0,0,0,0,0,NA,49.790001,25.799999,NA,37.639999,9,0.461,0.396,NA,0.42899999,"CATHOLIC"
23123,"NC",67,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",127000,"RURAL",0,0,0,1,0,NA,56.650002,52.400002,NA,83.699997,9,0.84500003,0.32100001,NA,0.40400001,"UNCODED"
23644,"NC",59,"M","NPA","C","MODERATELY WEALTHY",39000,"URBAN",1,1,0,0,0,93,61.880001,59.200001,51.509998,67.739998,9,0.56800002,0.40799999,0.25099999,0.33700001,"UNCODED"
23382,"NC",40,"M","NPA","C","BLUE COLLAR, UNIONS",16000,"RURAL",0,1,0,1,0,56.799999,30.51,54.5,27.549999,83.790001,6,0.34900001,0.34900001,0.491,0.182,"UNCODED"
23308,"NC",41,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",164000,"RURAL",0,1,1,1,1,96.300003,84.75,51,51.709999,67.400002,9,0.764,0.32800001,0.35100001,0.104,"CATHOLIC"
23745,"NC",28,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",80000,"URBAN",0,1,0,1,0,87.099998,67.300003,58,63.509998,61.610001,9,0.68300003,0.38,0.68300003,0.28600001,"UNCODED CHRISTIAN"
23690,"NC",53,"M","NPA","C","VERY WEALTHY",114000,"URBAN",0,0,0,0,0,NA,49.09,55.299999,89.220001,83.699997,6,0.90100002,0.361,NA,0.90100002,"UNCODED"
23161,"NC",54,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",73000,"RURAL",0,0,0,0,0,NA,39.049999,62.099998,NA,89.139999,7,0.80699998,0.34299999,NA,0.63800001,"PROTESTANT"
23126,"NC",83,"M","NPA","C","FACTORY/SERVICE",19000,"RURAL",1,0,0,0,1,11.7,20.469999,28.200001,42.080002,36.290001,7,0.22499999,0.546,NA,0.18799999,"PROTESTANT"
23027,"NC",52,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",34000,"URBAN",0,1,0,1,0,72,42.119999,62.099998,40.66,93.830002,9,0.56900001,0.484,0.86500001,0.29499999,"UNCODED"
23455,"NC",29,"M","NPA","C","MODERATELY WEALTHY",20000,"URBAN",0,1,0,1,1,88.099998,41.220001,67.5,64.900002,69.360001,1,0.67500001,0.292,NA,0.241,"PROTESTANT"
22750,"NC",55,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",197000,"RURAL",1,1,1,1,1,97.900002,90.449997,73.400002,87.07,88.739998,9,0.81999999,0.38100001,0.089000002,0.44,"UNCODED"
23591,"NC",53,"M","NPA","C","MODERATELY WEALTHY",20000,"URBAN",0,1,1,1,0,93.699997,79.360001,41.299999,29.290001,48.700001,5,0.414,0.347,NA,0.19599999,"PROTESTANT"
23692,"NC",40,"M","NPA","C","MODERATELY WEALTHY",42000,"URBAN",0,0,0,1,0,82.199997,72.330002,40.900002,51.509998,67.82,1,0.505,0.50400001,NA,0.55299997,"UNCODED"
22831,"NC",46,"M","NPA","C","NON-FAMILY, WORKING",25000,"URBAN",0,1,1,1,1,87,66.889999,68.099998,30.57,92.75,1,0.39700001,0.26800001,0.213,0.14,"UNCODED"
24097,"NC",51,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",236000,"URBAN",0,1,1,1,1,89.599998,77.790001,24.299999,25.83,10.29,9,0.86699998,0.50800002,0.796,0.954,"CATHOLIC"
23557,"NC",33,"M","NPA","C","SINGLES, SERVICE ECONOMY",15000,"URBAN",0,1,0,1,1,30.5,27.34,59.599998,50.049999,92.300003,1,0.287,0.338,NA,0.26899999,"UNCODED CHRISTIAN"
23464,"NC",44,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",73000,"URBAN",0,1,1,1,1,95.800003,81.150002,63.200001,11.02,92.75,9,0.66500002,0.39199999,0.243,0.38800001,"CATHOLIC"
23366,"NC",70,"M","NPA","C","NON-FAMILY, NOT WEALTHY",38000,"URBAN",1,1,1,1,1,97.800003,84.300003,24.1,77.82,6.71,9,0.285,0.46700001,0.52200001,0.514,"UNCODED CHRISTIAN"
23621,"NC",65,"M","NPA","C","BLUE COLLAR, UNIONS",150000,"RURAL",0,1,1,1,1,97.400002,87.870003,34.900002,56.119999,59.25,9,0.368,0.676,NA,0.94599998,"PROTESTANT"
22998,"NC",35,"M","NPA","C","BLUE COLLAR, UNIONS",57000,"RURAL",0,1,1,1,1,97.800003,83.93,43.799999,78.989998,33.52,9,0.27000001,0.43399999,0.26800001,0.361,"PROTESTANT"
23409,"NC",30,"M","NPA","C","BLUE COLLAR, UNIONS",35000,"CLUSTER",0,1,0,1,1,78.400002,36.709999,77.800003,64.900002,96.580002,5,0.294,0.29499999,0.59100002,0.29800001,"CATHOLIC"
23760,"NC",74,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",48000,"URBAN",0,0,1,1,1,84.5,72.879997,38.299999,44.540001,32.759998,6,0.64600003,0.58899999,NA,0.96200001,"JEWISH"
23991,"NC",31,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",199000,"URBAN",0,0,0,0,1,NA,40.43,46.5,NA,75.589996,9,0.89399999,0.46399999,NA,0.88999999,"UNCODED"
22797,"NC",66,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",36000,"URBAN",0,1,1,1,1,95.800003,86.099998,68.199997,64.900002,97.889999,3,0.67799997,0.30599999,0.17900001,0.12,"UNCODED"
23332,"NC",72,"M","NPA","C","NON-FAMILY, NOT WEALTHY",54000,"URBAN",1,1,1,1,1,93.800003,79.339996,28.5,29.290001,20.360001,9,0.285,0.62,0.71600002,0.75599998,"UNCODED CHRISTIAN"
23709,"NC",42,"M","NPA","C","VERY WEALTHY",135000,"URBAN",0,1,1,1,1,96.300003,55.91,41.5,18.059999,46.779999,9,0.81199998,0.42399999,0.21600001,0.91799998,"UNCODED CHRISTIAN"
23635,"NC",30,"M","NPA","C","MODERATELY WEALTHY",43000,"URBAN",0,0,0,1,0,81.300003,39.41,45.900002,47.470001,46.599998,8,0.54299998,0.47499999,0.53899997,0.77100003,"PROTESTANT"
23037,"NC",62,"M","NPA","C","NON-FAMILY, NOT WEALTHY",47000,"URBAN",0,1,0,1,0,79.900002,58.700001,53.400002,21.83,83.419998,9,0.18700001,0.39199999,0.14399999,0.80900002,"UNCODED"
23178,"NC",56,"M","NPA","C","TRADITIONALLY LIBERAL, WHIE COLLAR",183000,"URBAN",0,1,1,1,1,94.900002,86.580002,76.599998,71,98.610001,9,0.87,0.32300001,0.53399998,0.31099999,"UNCODED CHRISTIAN"
