"year","case_id","weight","weight_cumulative","state","st","cd","dist","dist_up","cong","cong_up","zipcode","county_fips","tookpost","weight_post","rvweight","rvweight_post","starttime","age","gender","party","race","familyincome","college_grad_prob","married_prob","pid3","pid3_leaner","pid7","ideo5","birthyr","race0","hispanic","educ","faminc","marstat","economy_retro","newsint","approval_pres","approval_rep","approval_sen1","approval_sen2","approval_gov","intent_pres_08","intent_pres_12","intent_pres_16","voted_pres_08","voted_pres_12","voted_pres_16","vv_regstatus","vv_party_gen","vv_party_prm","vv_turnout_gvm","vv_turnout_pvm","intent_rep","intent_rep_party","voted_rep","voted_rep_party","intent_gov","intent_gov_party","voted_gov","voted_gov_party","intent_sen","intent_sen_party","voted_sen","voted_sen_party","intent_rep_chosen","intent_sen_chosen","intent_gov_chosen","voted_rep_chosen","voted_sen_chosen","voted_gov_chosen","rep_current","rep_icpsr","sen1_current","sen1_icpsr","sen2_current","sen2_icpsr","gov_current"
2016,302893995,1.3820598376633,0.701726976398703,"North Carolina","NC","NC-8",8,8,114,115,28127,37167,"Took Post-Election Survey",1.33655064390399,NA,NA,"07oct2016 17:40:14",60,"M","NPA","C",35000,0,1,"Republican","Republican (Including Leaners)","Not Very Strong Republican","Very Conservative",1956,"White","No","High School Graduate","30k - 40k","Married","Gotten Worse / Somewhat Worse","Most Of The Time","Strongly Disapprove","Disapprove / Somewhat Disapprove","Disapprove / Somewhat Disapprove","Approve / Somewhat Approve","Approve / Somewhat Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","Donald Trump","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","Richard Hudson (R)","Richard Burr (R)","Pat McCrory (R)","Richard Hudson (R)","Richard Burr (R)","Pat McCrory (R)","Richard Hudson (R)",21346,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302894036,2.78100487135303,1.41202724118234,"North Carolina","NC","NC-6",6,13,114,115,27265,37081,"Took Post-Election Survey",2.42725333166654,NA,NA,"08oct2016 07:29:26",33,"M","DEM","C",45000,0,1,"Democrat","Democrat (Including Leaners)","Strong Democrat","Liberal",1983,"White","No","High School Graduate","40k - 50k","Married","Gotten Better / Somewhat Better","Most Of The Time","Strongly Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Bruce Davis (D)","Deborah K. Ross (D)","Roy Cooper (D)","Bruce Davis (D)","Deborah K. Ross (D)","Roy Cooper (D)","Mark Walker (R)",21543,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302894076,1.30310808013174,0.661640015918283,"North Carolina","NC","NC-4",4,1,114,115,27707,37063,"Took Post-Election Survey",1.02797560701805,NA,NA,"14oct2016 06:00:06",48,"F","NPA","C",NA,1,1,"Independent","Independent (Excluding Leaners)","Independent","Moderate",1968,"White","No","4-Year","Prefer not to say","Married","Stayed About The Same","Most Of The Time","Approve / Somewhat Approve","Disapprove / Somewhat Disapprove","Disapprove / Somewhat Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Mitt Romney","Hilary Clinton","Unregistered","Unknown","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","G.K. Butterfield (D)","Deborah K. Ross (D)","Roy Cooper (D)","G.K. Butterfield (D)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)",15438,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302894350,1.16929610660432,0.593698332765042,"North Carolina","NC","NC-13",13,2,114,115,27882,37127,"Took Post-Election Survey",1.00407331989203,NA,NA,"08oct2016 02:18:28",56,"F","DEM","C",45000,0,0,"Republican","Republican (Including Leaners)","Strong Republican","Moderate",1960,"White","No","High School Graduate","40k - 50k","Divorced","Gotten Better / Somewhat Better","Most Of The Time","Strongly Disapprove","Approve / Somewhat Approve","Approve / Somewhat Approve","Approve / Somewhat Approve","Strongly Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","Donald Trump","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","George Holding (R)","Richard Burr (R)","Pat McCrory (R)","George Holding (R)","Richard Burr (R)","Pat McCrory (R)","George Holding (R)",21349,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302894502,7.83670391651256,3.97900756132526,"North Carolina","NC","NC-5",5,5,114,115,27045,37067,"Took Post-Election Survey",6.42890786254282,NA,NA,"08oct2016 04:47:15",74,"F","REP","C",55000,0,1,"Republican","Republican (Including Leaners)","Strong Republican","Very Conservative",1942,"White","No","No HS","50k - 60k","Married","Gotten Much Worse","Most Of The Time","Strongly Disapprove","Approve / Somewhat Approve","Approve / Somewhat Approve","Approve / Somewhat Approve","Strongly Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","Donald Trump","Active","Republican Party","No Record Of Party Registration","Voted","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","Virginia Foxx (R)","Richard Burr (R)","Pat McCrory (R)","Virginia Foxx (R)","Richard Burr (R)","Pat McCrory (R)","Virginia Foxx (R)",20521,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302896746,0.342508653500448,0.173905322520351,"North Carolina","NC","NC-12",12,13,114,115,27292,37057,"Took Post-Election Survey",0.534814571083872,NA,NA,"10oct2016 14:43:18",51,"M","NPA","B",45000,0,1,"Democrat","Democrat (Including Leaners)","Strong Democrat","Liberal",1965,"Black","No","Some College","40k - 50k","Domestic Partnership","Gotten Better / Somewhat Better","Hardly At All","Approve / Somewhat Approve","Never Heard / Not Sure","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"","","Active","No Party Affiliation","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Democrat / Candidate 1]","Democratic","","","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","","","Bruce Davis (D)","Deborah K. Ross (D)","Roy Cooper (D)","","","Roy Cooper (D)","Alma Adams (D)",21545,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302897085,1.06512118227643,0.540804563137259,"North Carolina","NC","NC-12",12,12,114,115,28205,37119,"Took Post-Election Survey",1.2454373082887,NA,NA,"07oct2016 13:11:47",32,"F","DEM","B",5000,0,1,"Democrat","Democrat (Including Leaners)","Strong Democrat","Moderate",1984,"Black","No","Some College","Less than 10k","Married","Stayed About The Same","Some Of The Time","Strongly Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"I'm Not Sure",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","","","","Alma Adams (D)","Deborah K. Ross (D)","Roy Cooper (D)","Alma Adams (D)",21545,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302898259,1.23810038419156,0.62863301240686,"North Carolina","NC","NC-4",4,4,114,115,27617,37183,"Took Post-Election Survey",0.9588288606481,NA,NA,"07oct2016 13:06:44",40,"F","REP","C",110000,1,0,"Republican","Republican (Including Leaners)","Not Very Strong Republican","Moderate",1976,"White","No","Post-Grad","100k - 120k","Single / Never Married","Stayed About The Same","Most Of The Time","Approve / Somewhat Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Mitt Romney","Hilary Clinton","Active","Republican Party","No Record Of Party Registration","Voted","No Record Of Voting","I'm Not Sure","","[Republican / Candidate 2]","Republican","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","","","Roy Cooper (D)","Sue Googe (R)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)",15438,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302898268,0.224499218136521,0.113987219115757,"North Carolina","NC","NC-2",2,4,114,115,27511,37183,"Took Post-Election Survey",0.203310420744098,NA,NA,"07oct2016 13:07:02",57,"F","NPA","C",150000,0,1,"Other","Republican (Including Leaners)","Lean Republican","Very Conservative",1959,"White","No","Some College","150k+","Married","Gotten Much Worse","Most Of The Time","Strongly Disapprove","Disapprove / Somewhat Disapprove","Strongly Approve","Approve / Somewhat Approve","Strongly Approve",NA,NA,"Other",NA,"Mitt Romney","Donald Trump","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","Sue Googe (R)","Richard Burr (R)","Pat McCrory (R)","Sue Googe (R)","Richard Burr (R)","Pat McCrory (R)","Renee Ellmers (R)",21159,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302898307,0.748717517239332,0.380153785842881,"North Carolina","NC","NC-11",11,11,114,115,28792,37089,"Took Post-Election Survey",0.585241599510601,NA,NA,"07oct2016 13:07:55",39,"F","NPA","H",45000,1,1,"Independent","Republican (Including Leaners)","Lean Republican","Conservative",1977,"Mixed","Yes","4-Year","40k - 50k","Married","Gotten Much Worse","Most Of The Time","Strongly Disapprove","Disapprove / Somewhat Disapprove","Approve / Somewhat Approve","Disapprove / Somewhat Disapprove","Strongly Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","Donald Trump","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","Mark Meadows (R)","Richard Burr (R)","Pat McCrory (R)","Mark Meadows (R)","Richard Burr (R)","Pat McCrory (R)","Mark Meadows (R)",21348,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302898451,0.595891492089906,0.302557909296423,"North Carolina","NC","NC-1",1,2,114,115,27549,37069,"Took Post-Election Survey",0.445976337296193,NA,NA,"07oct2016 13:14:26",33,"F","NPA","C",55000,1,1,"Independent","Republican (Including Leaners)","Lean Republican","Conservative",1983,"White","No","Post-Grad","50k - 60k","Married","Gotten Better / Somewhat Better","Only Now And Then","Approve / Somewhat Approve","Never Heard / Not Sure","Approve / Somewhat Approve","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Mitt Romney","Hilary Clinton","Active","No Party Affiliation","No Record Of Party Registration","Voted","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","George Holding (R)","Richard Burr (R)","Roy Cooper (D)","George Holding (R)","Richard Burr (R)","Roy Cooper (D)","G. K. Butterfield (D)",20340,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302903307,0.136462634684793,0.0692875296851581,"North Carolina","NC","NC-10",10,10,114,115,28711,37021,"Took Post-Election Survey",0.650837717042254,NA,NA,"08oct2016 07:13:17",32,"M","DEM","H",5000,1,0,"Independent","Democrat (Including Leaners)","Lean Democrat","Very Liberal",1984,"Hispanic","","4-Year","Less than 10k","Single / Never Married","Gotten Worse / Somewhat Worse","Some Of The Time","Disapprove / Somewhat Disapprove","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Jill Stein (Green)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Andy Millard (D)","Deborah K. Ross (D)","Roy Cooper (D)","Andy Millard (D)","Deborah K. Ross (D)","Roy Cooper (D)","Patrick McHenry (R)",20522,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302903509,0.473593702173045,0.240462437016654,"North Carolina","NC","NC-13",13,2,114,115,27587,37183,"Took Post-Election Survey",0.390767894376712,NA,NA,"08oct2016 07:51:04",46,"F","NPA","C",15000,0,1,"Republican","Republican (Including Leaners)","Not Very Strong Republican","Liberal",1970,"White","No","High School Graduate","10k - 20k","Married","Stayed About The Same","Hardly At All","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"Hillary Clinton (Democrat)",NA,"Other / Someone Else","Other / Someone Else","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Democrat / Candidate 1]","Democratic","[Republican / Candidate 2]","Republican","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","George Holding (R)","Deborah K. Ross (D)","Roy Cooper (D)","George Holding (R)","Deborah K. Ross (D)","Pat McCrory (R)","George Holding (R)",21349,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302904199,3.20708864882616,1.62836699197365,"North Carolina","NC","NC-8",8,9,114,115,28135,37007,"Took Post-Election Survey",3.62094207828259,NA,NA,"07oct2016 19:26:34",44,"F","DEM","B",15000,0,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Not Sure",1972,"Black","No","High School Graduate","10k - 20k","Single / Never Married","Not Sure","Only Now And Then","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Christian Cano (D)","Deborah K. Ross (D)","Roy Cooper (D)","Christian Cano (D)","Deborah K. Ross (D)","Roy Cooper (D)","Richard Hudson (R)",21346,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302906729,1.03419857516,0.525103920514675,"North Carolina","NC","NC-11",11,11,114,115,28718,37175,"Took Post-Election Survey",0.904264320194134,NA,NA,"07oct2016 14:50:55",42,"F","NPA","C",90000,1,1,"Independent","Independent (Excluding Leaners)","Independent","Moderate",1974,"White","No","4-Year","80k - 100k","Married","Gotten Worse / Somewhat Worse","Most Of The Time","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"I'm Not Sure",NA,"Barack Obama","Other / Someone Else","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Republican / Candidate 2]","Republican","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","","","","Rick Bryson (D)","Deborah K. Ross (D)","Pat McCrory (R)","Mark Meadows (R)",21348,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302907081,0.393556026382147,0.199824112466477,"North Carolina","NC","NC-12",12,12,114,115,28262,37119,"Did Not Take Post-Election Survey",NA,NA,NA,"08oct2016 01:15:43",26,"M","NPA","C",55000,1,0,"Republican","Republican (Including Leaners)","Strong Republican","Moderate",1990,"White","No","Post-Grad","50k - 60k","Single / Never Married","Gotten Better / Somewhat Better","Some Of The Time","Approve / Somewhat Approve","Approve / Somewhat Approve","Strongly Approve","Approve / Somewhat Approve","Approve / Somewhat Approve",NA,NA,"Donald Trump (Republican)",NA,"Mitt Romney","","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Republican / Candidate 2]","Republican","","","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","No One","","","","Leon Threatt (R)","","Pat McCrory (R)","","","Pat McCrory (R)","Alma Adams (D)",21545,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302907402,0.392379219332976,0.199226600528198,"North Carolina","NC","NC-11",11,11,114,115,28761,37111,"Took Post-Election Survey",0.280930211799119,NA,NA,"07oct2016 16:40:35",46,"M","REP","C",25000,0,0,"Republican","Republican (Including Leaners)","Strong Republican","Very Liberal",1970,"White","No","Some College","20k - 30k","Divorced","Stayed About The Same","Most Of The Time","Approve / Somewhat Approve","Strongly Approve","Strongly Approve","Approve / Somewhat Approve","Strongly Approve",NA,NA,"Donald Trump (Republican)",NA,"Barack Obama","Donald Trump","Active","Republican Party","No Record Of Party Registration","Voted","No Record Of Voting","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","Mark Meadows (R)","Richard Burr (R)","Roy Cooper (D)","Mark Meadows (R)","Richard Burr (R)","Roy Cooper (D)","Mark Meadows (R)",21348,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302910504,0.367355829414733,0.186521226080546,"North Carolina","NC","NC-13",13,1,114,115,27886,37065,"Took Post-Election Survey",0.252659497697007,NA,NA,"07oct2016 17:59:02",51,"M","NPA","C",45000,0,0,"Independent","Independent (Excluding Leaners)","Independent","Liberal",1965,"White","No","Some College","40k - 50k","Divorced","Gotten Much Worse","Most Of The Time","Approve / Somewhat Approve","Never Heard / Not Sure","Disapprove / Somewhat Disapprove","Never Heard / Not Sure","Disapprove / Somewhat Disapprove",NA,NA,"Jill Stein (Green)",NA,"Barack Obama","Other / Someone Else","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","No One","","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","I'm Not Sure","","[Democrat / Candidate 1]","Democratic","","","Roy Cooper (D)","G.K. Butterfield (D)","Deborah K. Ross (D)","Roy Cooper (D)","George Holding (R)",21349,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302911771,0.577550485941643,0.29324544797037,"North Carolina","NC","NC-1",1,1,114,115,27707,37063,"Took Post-Election Survey",0.410804054638061,NA,NA,"07oct2016 19:24:55",61,"M","DEM","C",65000,1,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Liberal",1955,"White","No","4-Year","60k - 70k","Single / Never Married","Stayed About The Same","Most Of The Time","Strongly Approve","Approve / Somewhat Approve","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","No Record Of Party Registration","Voted","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","G.K. Butterfield (D)","Deborah K. Ross (D)","Roy Cooper (D)","G.K. Butterfield (D)","Deborah K. Ross (D)","Roy Cooper (D)","G. K. Butterfield (D)",20340,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302914712,0.563425229876087,0.286073491330273,"North Carolina","NC","NC-10",10,10,114,115,28730,37021,"Took Post-Election Survey",0.66520819577402,NA,NA,"08oct2016 13:45:06",43,"F","NPA","C",15000,0,0,"Not Sure","Independent (Excluding Leaners)","Independent","Not Sure",1973,"White","No","High School Graduate","10k - 20k","Single / Never Married","Not Sure","Hardly At All","Strongly Disapprove","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure",NA,NA,"I Won't Vote In This Election",NA,"","","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","No One","","","","No One","","I Did Not Vote In This Race","","No One","","","","","","","","","","Patrick McHenry (R)",20522,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302915009,0.730141513713475,0.370722006962879,"North Carolina","NC","NC-4",4,6,114,115,27312,37037,"Took Post-Election Survey",0.534951028803322,NA,NA,"08oct2016 07:53:36",76,"F","DEM","C",55000,1,0,"Democrat","Democrat (Including Leaners)","Strong Democrat","Liberal",1940,"White","No","4-Year","50k - 60k","Widowed","Gotten Better / Somewhat Better","Most Of The Time","Strongly Approve","Never Heard / Not Sure","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Active","Democratic Party","Democratic Party","Voted","Voted","No One","","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","","Deborah K. Ross (D)","Roy Cooper (D)","Pete Glidewell (D)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)",15438,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302916115,0.748255309798885,0.379919104665688,"North Carolina","NC","NC-13",13,4,114,115,27612,37183,"Took Post-Election Survey",2.07016139774348,NA,NA,"07oct2016 15:41:32",25,"M","NPA","B",35000,1,0,"Democrat","Democrat (Including Leaners)","Not Very Strong Democrat","Moderate",1991,"Black","No","4-Year","30k - 40k","Single / Never Married","Stayed About The Same","Some Of The Time","Strongly Approve","Never Heard / Not Sure","Never Heard / Not Sure","Never Heard / Not Sure","Approve / Somewhat Approve",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","David Price (D)","Deborah K. Ross (D)","Roy Cooper (D)","David Price (D)","Deborah K. Ross (D)","Roy Cooper (D)","George Holding (R)",21349,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302917468,0.738619192081589,0.375026462852572,"North Carolina","NC","NC-9",9,9,114,115,28079,37179,"Took Post-Election Survey",0.563595169445231,NA,NA,"08oct2016 12:15:01",57,"F","DEM","C",45000,0,1,"Democrat","Democrat (Including Leaners)","Strong Democrat","Very Liberal",1959,"White","No","High School Graduate","40k - 50k","Married","Stayed About The Same","Most Of The Time","Approve / Somewhat Approve","Never Heard / Not Sure","Strongly Disapprove","Never Heard / Not Sure","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","Multiple Appearances","Democratic Party","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Christian Cano (D)","Deborah K. Ross (D)","Roy Cooper (D)","Christian Cano (D)","Deborah K. Ross (D)","Roy Cooper (D)","Robert Pittenger (R)",21347,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302918370,0.817073769067687,0.414860984913624,"North Carolina","NC","NC-7",7,7,114,115,28403,37129,"Did Not Take Post-Election Survey",NA,NA,NA,"09oct2016 15:54:19",36,"M","REP","C",25000,0,0,"Republican","Republican (Including Leaners)","Strong Republican","Very Conservative",1980,"White","No","2-Year","20k - 30k","Single / Never Married","Gotten Much Worse","Most Of The Time","Strongly Disapprove","Strongly Approve","Strongly Approve","Strongly Disapprove","Strongly Approve",NA,NA,"Donald Trump (Republican)",NA,"Barack Obama","","Active","Republican Party","No Record Of Party Registration","Voted","No Record Of Voting","[Republican / Candidate 2]","Republican","","","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","[Republican / Candidate 2]","Republican","","","David Rouzer (R)","Richard Burr (R)","Pat McCrory (R)","","","Pat McCrory (R)","David Rouzer (R)",21544,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
2016,302922598,0.477417375411082,0.242403868629775,"North Carolina","NC","NC-12",12,13,114,115,27401,37081,"Took Post-Election Survey",0.502991747989338,NA,NA,"07oct2016 16:29:52",25,"F","NPA","B",35000,1,0,"Democrat","Democrat (Including Leaners)","Not Very Strong Democrat","Liberal",1991,"Black","No","4-Year","30k - 40k","Single / Never Married","Stayed About The Same","Most Of The Time","Strongly Approve","Approve / Somewhat Approve","Strongly Disapprove","Strongly Disapprove","Strongly Disapprove",NA,NA,"Hillary Clinton (Democrat)",NA,"Barack Obama","Hilary Clinton","No Record Of Registration","No Record Of Party Registration","No Record Of Party Registration","No Record Of Voting","No Record Of Voting","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","[Democrat / Candidate 1]","Democratic","Bruce Davis (D)","Deborah K. Ross (D)","Roy Cooper (D)","Bruce Davis (D)","Deborah K. Ross (D)","Roy Cooper (D)","Alma Adams (D)",21545,"Richard Burr (R)",29548,"Thom Tillis (R)",41504,"Pat McCrory (R)"
